Age,Attrition,Department,DistanceFromHome,EducationField,EmployeeNumber,Gender,JobRole,JobSatisfaction,MaritalStatus,MonthlyIncome,MonthlyRate
27,No,Research & Development,15,Life Sciences,1870,Female,Research Scientist,1,Married,4774,23844
39,No,Research & Development,19,Other,1871,Male,Research Scientist,4,Divorced,3902,5141
55,No,Research & Development,2,Technical Degree,1873,Male,Research Scientist,4,Married,2662,7975
28,No,Sales,3,Medical,1875,Female,Sales Representative,2,Married,2856,3692
30,Yes,Sales,9,Medical,1876,Male,Sales Representative,4,Single,1081,16019
22,Yes,Research & Development,7,Life Sciences,1878,Male,Research Scientist,2,Single,2472,26092
36,No,Sales,10,Technical Degree,1880,Female,Sales Executive,3,Married,5673,6060
31,No,Research & Development,20,Life Sciences,1881,Male,Laboratory Technician,3,Divorced,4197,18624
34,No,Sales,4,Life Sciences,1882,Male,Sales Executive,4,Married,9713,24444
29,No,Research & Development,7,Life Sciences,1883,Male,Laboratory Technician,1,Single,2062,19384
37,No,Research & Development,7,Medical,1885,Male,Research Scientist,1,Married,4284,13588
35,No,Research & Development,16,Other,1886,Female,Manufacturing Director,2,Married,4788,25388
45,No,Research & Development,25,Life Sciences,1888,Female,Manufacturing Director,4,Married,5906,23888
36,No,Human Resources,2,Human Resources,1890,Male,Human Resources,4,Single,3886,4223
40,No,Research & Development,1,Life Sciences,1892,Male,Manager,1,Divorced,16823,18991
26,No,Research & Development,1,Life Sciences,1893,Female,Research Scientist,3,Married,2933,14908
27,No,Sales,2,Medical,1898,Female,Sales Executive,3,Single,6500,26997
48,No,Research & Development,22,Medical,1900,Female,Manager,4,Divorced,17174,2437
44,No,Research & Development,1,Life Sciences,1903,Male,Healthcare Representative,1,Married,5033,9364
34,Yes,Research & Development,16,Technical Degree,1905,Male,Research Scientist,1,Married,2307,14460
56,Yes,Research & Development,24,Life Sciences,1907,Male,Laboratory Technician,4,Single,2587,10261
36,No,Sales,17,Marketing,1908,Male,Sales Executive,2,Married,5507,16822
41,No,Sales,8,Marketing,1909,Female,Sales Executive,2,Married,4393,26841
42,No,Research & Development,6,Medical,1911,Male,Research Director,1,Married,13348,14842
31,No,Sales,10,Medical,1912,Female,Sales Executive,4,Divorced,6583,20115
34,No,Sales,3,Medical,1915,Female,Sales Executive,4,Married,8103,16495
31,No,Research & Development,4,Medical,1916,Female,Laboratory Technician,3,Divorced,3978,16031
26,No,Research & Development,6,Other,1918,Male,Laboratory Technician,4,Married,2544,7102
45,No,Research & Development,1,Medical,1922,Male,Healthcare Representative,3,Single,5399,14511
33,No,Sales,10,Marketing,1924,Male,Sales Executive,3,Single,5487,10410
28,No,Sales,1,Life Sciences,1927,Male,Sales Executive,4,Married,6834,19255
29,Yes,Sales,24,Technical Degree,1928,Male,Sales Representative,1,Single,1091,10642
39,No,Sales,21,Life Sciences,1929,Female,Sales Executive,3,Married,5736,3987
27,No,Research & Development,2,Technical Degree,1931,Male,Research Scientist,2,Married,2226,6073
34,No,Research & Development,22,Other,1932,Male,Research Scientist,4,Married,5747,26496
28,Yes,Sales,13,Marketing,1933,Female,Sales Executive,3,Single,9854,23352
47,No,Research & Development,14,Technical Degree,1934,Male,Research Scientist,2,Married,5467,2125
56,No,Sales,11,Marketing,1935,Female,Sales Executive,1,Married,5380,20328
39,No,Research & Development,9,Medical,1936,Male,Manufacturing Director,1,Married,5151,12315
38,No,Research & Development,8,Medical,1937,Female,Research Scientist,2,Divorced,2133,18115
58,No,Sales,21,Life Sciences,1938,Female,Manager,4,Married,17875,11761
32,Yes,Research & Development,5,Life Sciences,1939,Female,Research Scientist,3,Single,2432,15318
38,No,Research & Development,9,Life Sciences,1940,Male,Research Scientist,4,Divorced,4771,14293
49,No,Research & Development,2,Life Sciences,1941,Male,Research Director,4,Married,19161,13738
42,No,Sales,12,Marketing,1943,Male,Sales Executive,4,Divorced,5087,2900
27,Yes,Human Resources,22,Human Resources,1944,Female,Human Resources,2,Married,2863,19555
35,No,Sales,18,Medical,1945,Male,Sales Executive,1,Married,5561,15975
28,No,Research & Development,16,Medical,1947,Male,Research Scientist,3,Single,2144,2122
31,No,Research & Development,3,Medical,1948,Male,Research Scientist,1,Divorced,3065,3995
36,No,Research & Development,9,Life Sciences,1949,Male,Laboratory Technician,2,Married,2810,9238
34,No,Sales,1,Marketing,1950,Male,Sales Executive,4,Single,9888,6770
34,No,Sales,13,Medical,1951,Male,Sales Executive,3,Divorced,8628,22914
26,No,Research & Development,1,Medical,1952,Male,Laboratory Technician,1,Single,2867,20006
29,No,Research & Development,1,Life Sciences,1954,Male,Healthcare Representative,1,Married,5373,6225
32,No,Research & Development,15,Medical,1955,Female,Healthcare Representative,4,Divorced,6667,16542
31,No,Research & Development,1,Life Sciences,1956,Male,Research Scientist,1,Married,5003,5771
28,Yes,Research & Development,17,Technical Degree,1960,Male,Laboratory Technician,4,Divorced,2367,18779
38,No,Sales,1,Life Sciences,1961,Male,Sales Representative,1,Single,2858,11473
35,No,Sales,7,Life Sciences,1962,Female,Sales Executive,4,Married,5204,13586
27,No,Sales,9,Marketing,1965,Male,Sales Executive,4,Single,4105,5099
32,No,Research & Development,5,Life Sciences,1966,Male,Manufacturing Director,4,Single,9679,10138
31,Yes,Sales,26,Marketing,1967,Male,Sales Executive,4,Married,5617,21075
53,Yes,Sales,24,Life Sciences,1968,Male,Sales Executive,1,Single,10448,5843
54,No,Research & Development,9,Life Sciences,1969,Female,Research Scientist,3,Married,2897,22474
33,No,Research & Development,7,Life Sciences,1970,Male,Healthcare Representative,3,Divorced,5968,18079
43,No,Research & Development,11,Life Sciences,1971,Male,Healthcare Representative,3,Married,7510,16873
38,No,Human Resources,1,Other,1972,Male,Human Resources,2,Married,2991,5224
55,No,Human Resources,26,Human Resources,1973,Male,Manager,2,Married,19636,25811
31,No,Research & Development,2,Medical,1974,Female,Laboratory Technician,4,Divorced,1129,17536
39,No,Sales,15,Marketing,1975,Male,Sales Executive,1,Single,13341,25098
42,No,Research & Development,23,Life Sciences,1976,Male,Research Scientist,3,Single,4332,14811
31,No,Research & Development,10,Medical,1979,Female,Research Director,3,Married,11031,26862
54,No,Research & Development,10,Medical,1980,Female,Manufacturing Director,1,Single,4440,25198
24,No,Research & Development,1,Life Sciences,1981,Male,Healthcare Representative,3,Single,4617,14120
23,No,Research & Development,12,Other,1982,Male,Laboratory Technician,4,Single,2647,13672
40,No,Research & Development,11,Technical Degree,1985,Female,Laboratory Technician,3,Married,6323,26849
40,No,Sales,2,Marketing,1986,Female,Sales Executive,2,Married,5677,4258
25,No,Human Resources,2,Human Resources,1987,Female,Human Resources,2,Married,2187,19655
30,No,Research & Development,1,Medical,1989,Male,Laboratory Technician,2,Married,3748,4077
25,No,Research & Development,2,Other,1992,Male,Laboratory Technician,3,Divorced,3977,7298
47,No,Research & Development,25,Medical,1993,Male,Healthcare Representative,3,Single,8633,13084
33,No,Research & Development,1,Medical,1994,Male,Laboratory Technician,3,Divorced,2008,20439
38,No,Sales,1,Life Sciences,1995,Male,Sales Executive,2,Married,4440,7636
31,No,Sales,2,Life Sciences,1996,Male,Sales Representative,3,Married,3067,6393
38,No,Research & Development,6,Life Sciences,1997,Male,Manufacturing Director,3,Married,5321,14284
42,No,Research & Development,18,Life Sciences,1998,Male,Research Scientist,1,Divorced,5410,11189
41,No,Research & Development,1,Life Sciences,1999,Male,Research Scientist,4,Married,2782,21412
47,No,Research & Development,1,Medical,2000,Female,Research Director,2,Married,11957,17231
35,No,Research & Development,11,Medical,2003,Male,Laboratory Technician,3,Married,2660,20232
22,No,Research & Development,1,Life Sciences,2007,Male,Research Scientist,3,Single,3375,17624
35,No,Research & Development,9,Medical,2008,Male,Research Scientist,3,Single,5098,18698
33,No,Research & Development,15,Medical,2009,Female,Healthcare Representative,4,Married,4878,21653
32,No,Research & Development,29,Life Sciences,2010,Female,Laboratory Technician,2,Single,2837,15919
40,No,Research & Development,1,Life Sciences,2012,Male,Laboratory Technician,4,Married,2406,4060
32,No,Sales,1,Medical,2013,Male,Sales Representative,2,Married,2269,18024
39,No,Research & Development,24,Life Sciences,2014,Male,Research Scientist,4,Single,4108,5340
38,No,Research & Development,10,Medical,2015,Female,Research Director,3,Married,13206,3376
32,No,Sales,1,Marketing,2016,Female,Sales Executive,4,Married,10422,24032
37,No,Research & Development,10,Life Sciences,2017,Female,Research Director,4,Married,13744,15471
25,No,Sales,8,Other,2018,Female,Sales Executive,3,Divorced,4907,13684
52,No,Sales,29,Life Sciences,2019,Male,Sales Representative,4,Divorced,3482,19788
44,No,Research & Development,1,Medical,2020,Male,Research Scientist,4,Single,2436,13422
21,No,Sales,5,Medical,2021,Male,Sales Representative,1,Single,2380,25479
39,No,Research & Development,9,Life Sciences,2022,Male,Manager,4,Single,19431,15302
23,Yes,Sales,9,Marketing,2023,Male,Sales Representative,1,Married,1790,26956
36,No,Sales,3,Medical,2024,Female,Sales Executive,4,Married,7644,12695
36,No,Research & Development,4,Life Sciences,2025,Female,Manufacturing Director,2,Divorced,5131,9192
56,No,Research & Development,1,Life Sciences,2026,Male,Healthcare Representative,3,Divorced,6306,26236
29,Yes,Research & Development,1,Medical,2027,Male,Research Scientist,4,Married,4787,26124
42,No,Research & Development,2,Life Sciences,2031,Male,Manager,3,Married,18880,17312
56,Yes,Research & Development,7,Technical Degree,2032,Male,Laboratory Technician,3,Married,2339,3666
41,No,Research & Development,28,Life Sciences,2034,Female,Manufacturing Director,2,Married,13570,5640
34,No,Sales,28,Marketing,2035,Female,Sales Executive,3,Married,6712,8978
36,No,Sales,15,Marketing,2036,Male,Sales Executive,4,Divorced,5406,10436
41,No,Sales,3,Life Sciences,2037,Male,Sales Executive,2,Divorced,8938,12227
32,No,Research & Development,2,Technical Degree,2038,Male,Research Scientist,1,Single,2439,11288
35,No,Human Resources,26,Life Sciences,2040,Female,Human Resources,4,Single,8837,16642
38,No,Sales,10,Life Sciences,2041,Female,Sales Executive,4,Married,5343,5982
50,Yes,Sales,1,Life Sciences,2044,Male,Sales Executive,3,Divorced,6728,14255
36,No,Sales,11,Marketing,2045,Female,Sales Executive,4,Married,6652,14369
45,No,Sales,20,Life Sciences,2046,Female,Sales Executive,3,Single,4850,23333
40,No,Research & Development,2,Life Sciences,2048,Male,Research Scientist,3,Single,2809,2725
35,No,Research & Development,18,Life Sciences,2049,Male,Healthcare Representative,3,Married,5689,24594
40,No,Research & Development,2,Medical,2051,Female,Research Scientist,3,Married,2001,12549
35,No,Research & Development,1,Life Sciences,2052,Female,Research Scientist,4,Married,2977,8952
29,No,Research & Development,13,Other,2053,Male,Laboratory Technician,2,Married,4025,23679
29,No,Research & Development,28,Medical,2054,Female,Research Scientist,1,Single,3785,8489
50,Yes,Sales,28,Marketing,2055,Male,Sales Executive,1,Divorced,10854,16586
39,No,Sales,24,Marketing,2056,Female,Sales Executive,4,Married,12031,8828
31,No,Research & Development,5,Medical,2057,Male,Manufacturing Director,1,Single,9936,3787
26,No,Sales,5,Other,2060,Female,Sales Representative,3,Single,2966,21378
36,No,Research & Development,23,Medical,2061,Male,Laboratory Technician,4,Married,2571,12290
39,No,Research & Development,6,Medical,2062,Male,Healthcare Representative,1,Married,9991,21457
27,No,Research & Development,4,Life Sciences,2064,Male,Manufacturing Director,2,Married,6142,5174
49,No,Sales,2,Medical,2065,Male,Sales Executive,2,Married,5390,13243
34,No,Research & Development,8,Medical,2068,Male,Laboratory Technician,3,Married,4404,10228
